,Model,Displ,Cyl,Trans,Drive,Fuel,Sales_Area,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,FE_Calc_Appr,City_MPG,Hwy_MPG,Cmb_MPG,Unadj_Cmb_MPG,Greenhouse_Gas_Score,SmartWay
1907,PORSCHE Boxster S,3.4,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,18,26,21,28.8278,6,yes
1908,PORSCHE Boxster S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,18,25,21,26.8611,6,no
1909,PORSCHE Boxster S,3.4,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,18,26,21,28.8278,6,no
1910,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,17,24,19,25.0564,5,no
1911,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,17,25,20,25.5746,6,no
1912,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,18,24,20,25.68,6,no
1913,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,18,26,21,26.5672,6,no
1914,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,17,24,19,25.0564,5,no
1915,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,17,25,20,25.5746,6,no
1916,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,18,24,20,25.68,6,no
1917,PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,18,26,21,26.5672,6,no
1918,PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,17,24,19,25.1606,5,no
1919,PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,17,25,20,25.705,6,no
1920,PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,18,24,20,26.3892,6,no
1921,PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,18,26,21,26.7524,6,no
1922,PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,17,24,19,25.1606,5,no
1923,PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,17,25,20,25.705,6,no
1924,PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,18,24,20,26.3892,6,no
1925,PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,18,26,21,26.7524,6,no
1926,PORSCHE Carrera Targa,3.6,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,17,24,19,25.0564,5,no
1927,PORSCHE Carrera Targa,3.6,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8PRXV03.8997,small car,6,Drv,17,25,20,25.5746,6,no
1928,PORSCHE Carrera Targa,3.6,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,17,24,19,25.0564,5,no
1929,PORSCHE Carrera Targa,3.6,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8PRXV03.8997,small car,6,Drv,17,25,20,25.5746,6,no
1930,PORSCHE Cayenne,3.6,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8PRXT03.66ED,SUV,6,Drv,14,20,16,20.6752,4,no
1931,PORSCHE Cayenne,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8PRXT03.66ED,SUV,6,Drv,14,20,16,21.2628,4,no
1932,PORSCHE Cayenne,3.6,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8PRXT03.66ED,SUV,6,Drv,14,20,16,20.6752,4,no
1933,PORSCHE Cayenne,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8PRXT03.66ED,SUV,6,Drv,14,20,16,21.2628,4,no
1936,PORSCHE Cayenne S,4.8,(8 cyl),Auto-L6,4WD,Gasoline,CA,U2,8PRXT04.8SED,SUV,7,Drv,13,19,15,19.4475,3,no
1937,PORSCHE Cayenne S,4.8,(8 cyl),Auto-L6,4WD,Gasoline,FA,B5,8PRXT04.8SED,SUV,6,Drv,13,19,15,19.4475,3,no
1938,PORSCHE Cayenne Turbo,4.8,(8 cyl),Auto-L6,4WD,Gasoline,FA,B5,8PRXT04.8TED,SUV,6,Drv,12,19,14,18.0594,2,no
1940,PORSCHE Cayenne Turbo,4.8,(8 cyl),Auto-L6,4WD,Gasoline,CA,L2,8PRXT04.8TED,SUV,6,Drv,12,19,14,18.0594,2,no
1942,PORSCHE Cayman,2.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,19,26,21,28.0602,6,yes
1943,PORSCHE Cayman,2.7,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,19,28,22,29.1383,6,yes
1944,PORSCHE Cayman,2.7,(6 cyl),Man-5,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,20,29,23,30.8105,7,yes
1945,PORSCHE Cayman,2.7,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,19,26,21,28.0602,6,no
1946,PORSCHE Cayman,2.7,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,19,28,22,29.1383,6,no
1947,PORSCHE Cayman,2.7,(6 cyl),Man-5,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,20,29,23,30.8105,7,yes
1948,PORSCHE Cayman S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,18,25,21,26.8611,6,yes
1949,PORSCHE Cayman S,3.4,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8PRXV03.4C87,small car,7,Drv,18,26,21,28.8278,6,yes
1950,PORSCHE Cayman S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,18,25,21,26.8611,6,no
1951,PORSCHE Cayman S,3.4,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8PRXV03.4C87,small car,6,Drv,18,26,21,28.8278,6,no
1952,ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,FA,B5,8RRGV06.7LE2,midsize car,6,Drv,13,19,15,17.2718,3,no
1953,ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,FA,B5,8RRGV06.7LE2,small car,6,Drv,13,19,15,17.2718,3,no
1954,ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,CA,L2,8RRGV06.7LE2,midsize car,6,Drv,13,19,15,17.2718,3,no
1955,ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,CA,L2,8RRGV06.7LE2,small car,6,Drv,13,19,15,17.2718,3,no
1956,ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
1957,ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
1958,ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
1959,ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,CA,B4,8RIIT05.4RI7,pickup,7,Drv,11,15,13,15.971,1,no
1960,ROUSH Stage 3 Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,CA,U2,8RIIV04.6VBB,small car,7,Drv,14,20,16,20.5941,4,no
1961,ROUSH Stage 3 Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,CA,U2,8RIIV04.6VBB,small car,7,Drv,15,20,17,21.4889,4,no
1962,ROUSH Stage 3 Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8RIIV04.6VBB,small car,6,Drv,14,20,16,20.5941,4,no
1963,ROUSH Stage 3 Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,FA,B5,8RIIV04.6VBB,small car,6,Drv,15,20,17,21.4889,4,no
1964,SAAB 9-3 Convertible,2.0,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,18,24,20,26.2487,6,no
1965,SAAB 9-3 Convertible,2.0,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,18,27,22,28.1224,6,no
1966,SAAB 9-3 Convertible,2.0,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,18,24,20,26.2487,6,no
1967,SAAB 9-3 Convertible,2.0,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,18,27,22,28.1224,6,no
1968,SAAB 9-3 Convertible,2.8,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
1969,SAAB 9-3 Convertible,2.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
1970,SAAB 9-3 Convertible,2.8,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
1971,SAAB 9-3 Convertible,2.8,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
1972,SAAB 9-3 Sport Sedan,2.0,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,19,26,21,27.8693,6,no
1973,SAAB 9-3 Sport Sedan,2.0,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.3001,small car,6,Drv,19,29,23,29.6745,7,yes
1974,SAAB 9-3 Sport Sedan,2.0,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,19,26,21,27.8693,6,no
1975,SAAB 9-3 Sport Sedan,2.0,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.3001,small car,6,Drv,19,29,23,29.6745,7,yes
1976,SAAB 9-3 Sport Sedan,2.8,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
1977,SAAB 9-3 Sport Sedan,2.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
1978,SAAB 9-3 Sport Sedan,2.8,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,15,24,18,22.6582,5,no
1979,SAAB 9-3 Sport Sedan,2.8,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.8004,small car,6,Drv,16,26,19,24.741,5,no
1980,SAAB 9-3 Sportcombi,2.0,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,18,24,20,26.2487,6,no
1981,SAAB 9-3 Sportcombi,2.0,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,19,29,23,29.6745,7,yes
1982,SAAB 9-3 Sportcombi,2.0,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,18,24,20,26.2487,6,no
1983,SAAB 9-3 Sportcombi,2.0,(4 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,19,29,23,29.6745,7,yes
1984,SAAB 9-3 Sportcombi,2.8,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV02.8004,station wagon,6,Drv,15,24,18,22.6582,5,no
1985,SAAB 9-3 Sportcombi,2.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV02.8004,station wagon,6,Drv,16,26,19,24.741,5,no
1986,SAAB 9-3 Sportcombi,2.8,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV02.8004,station wagon,6,Drv,15,24,18,22.6582,5,no
1987,SAAB 9-3 Sportcombi,2.8,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV02.8004,station wagon,6,Drv,16,26,19,24.741,5,no
1988,SAAB 9-5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,midsize car,6,Drv,17,26,20,26.1319,6,no
1989,SAAB 9-5,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.3001,midsize car,6,Drv,18,28,21,27.8054,6,no
1990,SAAB 9-5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,midsize car,6,Drv,17,26,20,26.1319,6,no
1991,SAAB 9-5,2.3,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.3001,midsize car,6,Drv,18,28,21,27.8054,6,no
1992,SAAB 9-5 Sportcombi,2.3,(4 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,17,26,20,26.1319,6,no
1993,SAAB 9-5 Sportcombi,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.3001,station wagon,6,Drv,18,28,21,27.8054,6,no
1994,SAAB 9-5 Sportcombi,2.3,(4 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,17,26,20,26.1319,6,no
1995,SAAB 9-5 Sportcombi,2.3,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.3001,station wagon,6,Drv,18,28,21,27.8054,6,no
1996,SAAB 9-7X,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT04.2188,SUV,7,Drv,14,20,16,16.0009,4,no
1997,SAAB 9-7X,5.3,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,13,19,16,15.5346,4,no
1998,SAAB 9-7X,6.0,(8 cyl),Auto-L4,4WD,Gasoline,CA,L2,8GMXT06.0387,SUV,6,Drv,12,16,13,13.1897,1,no
1999,SAAB 9-7X,5.3,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,13,19,16,15.5346,4,no
2000,SAAB 9-7X,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FA,B8,8GMXT06.0387,SUV,3,Drv,12,16,13,13.1897,1,no
2001,SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.6323,2,no
2002,SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.8059,2,no
2003,SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,CA,L2,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.6323,2,no
2004,SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,CA,L2,8S3XV05.0JDC,small car,6,Drv,12,18,14,17.8059,2,no
2005,SATURN Aura,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8GMXV03.5043,midsize car,7,Drv,18,29,22,21.5274,6,yes
2006,SATURN Aura,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV02.4027,midsize car,6,Drv,22,30,25,24.6791,7,yes
2007,SATURN Aura,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV02.4027,midsize car,6,Drv,22,30,25,24.6791,7,yes
2008,SATURN Aura,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV03.5043,midsize car,6,Drv,18,29,22,21.5274,6,no
2009,SATURN Aura,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB03.6148,midsize car,6,Drv,17,26,20,20.0911,6,no
2010,SATURN Aura,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB03.6148,midsize car,6,Drv,17,26,20,20.0911,6,no
2011,SATURN Aura Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV02.4040,midsize car,6,Drv,24,32,27,26.9403,8,yes
2012,SATURN Aura Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV02.4040,midsize car,6,Drv,24,32,27,26.9403,8,yes
2013,SATURN Outlook,3.6,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
2014,SATURN Outlook,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
2015,SATURN Outlook,3.6,(6 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
2016,SATURN Outlook,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
2017,SATURN Sky,2.0,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8GMXV02.0020,small car,6,Drv,19,26,21,21.386,6,no
2018,SATURN Sky,2.0,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.0020,small car,6,Drv,19,28,22,22.4483,6,no
2019,SATURN Sky,2.0,(4 cyl),Auto-L5,2WD,Gasoline,CA,L2,8GMXV02.0020,small car,6,Drv,19,26,21,21.386,6,no
2020,SATURN Sky,2.0,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.0020,small car,6,Drv,19,28,22,22.4483,6,no
2021,SATURN Sky,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8GMXV02.4031,small car,6,Drv,19,24,21,21.0989,6,no
2022,SATURN Sky,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8GMXV02.4031,small car,6,Drv,19,25,21,21.1616,6,no
2023,SATURN Sky,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,L2,8GMXV02.4031,small car,6,Drv,19,24,21,21.0989,6,no
2024,SATURN Sky,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,L2,8GMXV02.4031,small car,6,Drv,19,25,21,21.1616,6,no
2025,SATURN Vue,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT02.4124,SUV,7,Drv,19,26,22,21.64,6,yes
2026,SATURN Vue,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT02.4123,SUV,6,Drv,19,26,22,21.64,6,no
2027,SATURN Vue,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXB03.9142,SUV,6,Drv,15,22,17,17.3747,4,no
2028,SATURN Vue,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXB03.9142,SUV,6,Drv,15,22,17,17.3747,4,no
2029,SATURN Vue,3.6,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,23,19,18.8918,5,no
2030,SATURN Vue,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
2031,SATURN Vue,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,18.258,5,no
2032,SATURN Vue,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,18.3908,5,no
2033,SATURN Vue,3.6,(6 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,23,19,18.8918,5,no
2034,SATURN Vue,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
2035,SATURN Vue,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,18.258,5,no
2036,SATURN Vue,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,18.3908,5,no
2037,SATURN Vue Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT02.4135,SUV,7,Drv,25,32,28,36.725,8,yes
2038,SHELBY Mustang GT,4.6,(8 cyl),Man-5,2WD,Gasoline,FA,B5,8SLBV04.600F,small car,6,Drv,15,22,17,22.2607,4,no
2039,SHELBY Mustang GT,4.6,(8 cyl),Man-5,2WD,Gasoline,CA,L2,8SLBV04.600F,small car,6,Drv,15,22,17,22.2607,4,no
2040,SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,CA,S2,8FJXB02.5NVD,SUV,9.5,Drv,20,26,22,28.9455,6,yes
2041,SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,S2,8FJXB02.5NVD,SUV,9.5,Drv,20,27,22,29.2274,6,yes
2042,SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,FA,B5,8FJXV02.5PRA,SUV,6,Drv,18,23,20,26.0552,6,no
2043,SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXV02.5PRA,SUV,6,Drv,19,25,21,27.3126,6,no
2044,SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,FA,B5,8FJXB02.5NVD,SUV,6,Drv,20,26,22,28.9455,6,no
2045,SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,FA,B5,8FJXV02.5MTC,SUV,6,Drv,20,26,22,28.9455,6,no
2046,SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5NVD,SUV,6,Drv,20,27,22,29.2274,6,no
2047,SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXV02.5MTC,SUV,6,Drv,20,27,22,29.2274,6,no
2048,SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,CA,L2,8FJXV02.5PRA,SUV,6,Drv,18,23,20,26.0552,6,no
2049,SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXV02.5PRA,SUV,6,Drv,19,25,21,27.3126,6,no
2050,SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,CA,L2,8FJXV02.5MTC,SUV,6,Drv,20,26,22,28.9455,6,no
2051,SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXV02.5MTC,SUV,6,Drv,20,27,22,29.2274,6,no
2052,SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,19,25,21,27.3126,6,no
2053,SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,20,25,22,28.5514,6,no
2054,SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.2274,6,no
2055,SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.3687,6,no
2056,SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,small car,6,Drv,19,25,21,27.3126,6,no
2057,SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5PYH,small car,6,Drv,20,25,22,28.5514,6,no
2058,SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.2274,6,no
2059,SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.3687,6,no
2060,SUBARU Impreza Wagon,2.5,(4 cyl),Man-6,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,17,23,19,24.8319,5,no
2061,SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,19,25,21,27.3126,6,no
2062,SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5PYH,station wagon,6,Drv,20,25,22,28.5514,6,no
2063,SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.2274,6,no
2064,SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,FA,B5,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.3687,6,no
2065,SUBARU Impreza Wagon,2.5,(4 cyl),Man-6,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,17,23,19,24.8319,5,no
2066,SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,19,25,21,27.3126,6,no
2067,SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5PYH,station wagon,6,Drv,20,25,22,28.5514,6,no
2068,SUBARU Impreza Wagon,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,L2,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.2274,6,no
2069,SUBARU Impreza Wagon,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,L2,8FJXB02.5MXG,station wagon,6,Drv,20,27,22,29.3687,6,no
2070,SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,CA,S2,8FJXB02.5NVD,small car,9.5,Drv,20,27,22,29.2274,6,yes
2071,SUBARU Legacy,2.5,(4 cyl),Auto-S4,4WD,Gasoline,CA,S2,8FJXB02.5NVD,small car,9.5,Drv,20,27,22,29.3687,6,yes
2072,SUBARU Legacy,2.5,(4 cyl),Man-6,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,17,24,20,25.5267,6,no
2073,SUBARU Legacy,2.5,(4 cyl),Auto-S5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,18,24,20,26.1235,6,no
2074,SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5PYH,small car,6,Drv,19,25,21,27.3126,6,no
2075,SUBARU Legacy,2.5,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8FJXB02.5MXG,small car,6,Drv,20,27,22,29.2274,6,no
